event_nm,tme_dc,event_bgn_de,event_end_de,auspc_instt_nm,opmt_place_nm,event_dc
어린이와 함께하는 ‘제11회 부산국제즉흥춤축제’(Bimpro),11회,2018-05-04,2018-05-06,부산즉흥춤운영위원회,"부산대학교 캠퍼스, 신라대학교 캠퍼스","부산 즉흥춤운영위원회는 어린이와 함께하는 ‘제11회 부산국제즉흥춤축제’(Bimpro)를 4일부터 6일까지 부산 수영구 복합문화공간 F1963과 부산대학교, 신라대학교 캠퍼스에서 열었다. ‘가장 순수한 춤과 만나다’란 주제로 열린 이번 축제는 자유로움과 순수한 감성의 즉흥춤 공연을 선보였다. 3일간의 공연은 즉흥 잼(jam)·배틀·릴레이·난장·접촉 등 다채로운 형식으로 마련됐다."
 2018 안산국제거리극축제,14회,2018-05-05,2018-05-07,,"안산문화광장, 안산시 일대","전 세계 14개국 108개 공연팀이 참가하는 이번 축제에서는 폐막 프로그램을 비롯, 안산리서치 3편, 공식참가작 19편, 거리예술플랫폼 8편, 광대의 도시 16편, 靑자유구역#유스컬처 21편, 시민버전3.0 35편, 팝업아지트#도시놀이터 5편, 자매교류 공연 1편 등 총 108편의 작품을 선보였다.  "
제 14회 부산국제무용제,14회,2018-06-01,2018-06-09,부산광역시,"해운대 해변 특설무대, 영화의전당 하늘연극장","제14회 부산국제무용제는 부산광역시가 주최하고, (사)부산국제무용제조직위원회과 주관하는 축제로 6월 1일 금요일부터 6월 9일 토요일까지 9일동안 열렸다. 우리나라를 포함해 총 15개국에서 45개 무용단이 참가했다."
2018 제9회 현대극페스티벌,9회,2018-06-02,2018-06-17, 현대극페스티벌위원회,노을소극장,‘2018 제9회 현대극 페스티벌’은 “연극생존”이라는 주제 하에 다섯 극단이 참여했다.
2018 경기실내악축제,,2018-05-08,2018-05-28,"경기도문화의전당, 가평문화예술회관, 광명시민회관, 김포아트홀, 남한산성아트홀, 안성맞춤아트홀, 연천수레울아트홀, 하남문화예술회관","연천수레아트홀, 구리아트홀, 안성맞춤아트홀, 하남문화예술회관, 광명시민회관, 가평문화예술회관, 김포아트홀, 고양아람누리, 솔가람아트홀, 문산행복센터, 남한산성아트홀, 이천아트홀, 예술의전당 IBK홀, 포천반월아트홀","2018 경기실내악축제가 5월 8일부터 28일까지 연천, 파주, 가평 등지에서 총 15회 공연으로 도민들을 찾아갔다. 축제에서는 로시니, 포레 등 실내악 실황으로 접하기 힘든 작곡가들의 작품까지 두루 포함했다. 또 잘 연주되지 않는 노르웨이 작곡가 크리스티안 신딩과 영국 트럼펫 연주자 겸 작곡가인 말콤 아놀드의 작품도 선보였다. "
제8회 페스티벌개판,8회,2018-05-09,2018-07-01,페스티벌'개판'운영위원회,"천공의성, 후암스테이지 1관","총 10개 단체, 두 개의 극장, 114여명 예술인들이 모였다."
2018 제13회 서울스프링실내악축제,13회,2018-05-15,2018-05-27,(사)서울스프링실내악축제 집행위원회,"세종문화회관 세종체임버홀, 예술의전당 콘서트홀, IBK챔버홀, 안동교회, 윤보선 고택, 가톨릭문화원 아트센터 실비아홀","15일부터 27일까지 열린 2018 서울스프링실내악축제는 서울문화재단, SBS, 주한프랑스문화원이 후원하고 (사)서울스프링실내악축제집행위원회가 주최, 주관하는 국내에서 손꼽히는 클래식 축제 중 하나다. SSF는 13회를 맞이하여 '전권위임'을 뜻하는 'Carte Blanche(까르뜨 블랑슈)'라는 주제를 내걸고 다양한 컨셉트로 관객을 맞이했다."
2018 정율성 음악축제,,2018-05-15,2018-10-25,광주광역시,정율성 모교 및 관내 중.고.대학교 등,"지난 5월 시작돼 광주 숭일중학교, 화순 능주초등학교, 광주은행 본관 로비, 살레시오여자중학교, 광주예술고등학교 등 ‘찾아가는 정율성 음악회’가 시민들로부터 큰 사랑을 받았다."
제27회 대전현대음악제,27회,2018-05-16,2018-05-17,한국악회,"대전예술가의집 누리홀, 대전시립연정국악원 작은마당","27회를 맞아 다양하게 펼쳐지는 2018대전현대음악제, 첨단과학의도시에서 드러내는 창조적 현대 음악축제가 개최됐다."
제37회 국제현대무용제 MODAFE 2018,37회,2018-05-16,2018-05-27,(사)한국현대무용협회,아르코예술극장,"우리의 지친 일상과 지루한 삶을 숨겨진 움직임과 리듬으로 '힐링'하자는 """"치어,유어 댄스, 유어 라이프! (Cheer, your dance, your life)"""" 표어 아래 5월 16일부터 27일까지 아르코예술극장에 총 5개국의 26개 예술단체 136명의 예술가들이 참가했다."
춤추는 도시 인천 10th Anniversary IMDT CURATION,10회,2018-05-18,2018-05-26,인천문화예술회관,"인천문화예술회관 대공연장, 소공연장, 야외공연장","5월 18~26일 5개 섹션으로 진행된 이번 축제는 춤 장르를 망라한 다양한 색깔의 무대로 총 33개의 참가단체, 참가인원 312명, 3000여명의 관객수를 기록하며 인천의 5월을 춤으로 들썩이게 했다. 특히 ‘항상 곁에 있는 춤’을 슬로건으로 2008년 시작하여 올해 10주년을 맞은 ‘춤추는 도시 인천’은 공연이 진행된 기간 동안 수많은 공연예술 관계자와 관객들을 설레게 하며 ‘열린 무대, 함께하는 축제’ 로 춤꾼과 관객이 하나 되는 경이로운 순간을 이끌어내었다."
제15회 부산국제연극제,15회,2018-05-18,2018-05-27,부산광역시,"신세계문화홀, 영화의전당 하늘연극장, KNN시어터","부산국제연극제는 '물의 도시 부산에서 즐기는 봄의 축제'라는 슬로건으로 10개국 23개의 국내외 작품들이 선보였다. 개막식은 18일 오후6시 영화의 전당 하늘연극장에서 열리고 개막작으로 일본 극단 신주쿠양산박의 '맥베스'가 선보였다. 폐막작은 브라질.프랑스의 극단 도자두의 '그리토스'가 선정됐다. 가정의 달을 맞이해 아동극 프로그램이 신설됐고 10분연극제와 워크숖, 아티스트 토크, 베리어프리 특별공연 등 다채로운 행사들이 마련됐다."
2018 춘천마임축제,,2018-05-20,2018-05-27,"(사)춘천마임축제, KBS춘천방송총국, 춘천MBC","중앙로, 수변공원 및 춘천일대","개막프로그램인 ‘물의도시;아!水라장’은 춘천의 문화적 자원과 스토리를 활용한 공연, 시민들이 함께 춤을 출 수 있는 공연이 진행됐다. 그 외 극장공연은 축제극장몸짓에서 21일(월), 22일(화) 각 1회 공연으로, 작업실 안에서 방황하는 예술가의 모습을 창조적인 방식으로 표현한 작품이다. 또한 신진예술가들의 예술 활동을 지원하고자 처음 신설되는 마임프린지는 22일(화) 13시부터 22시까지 KT&G 상상마당 일대에서 진행됐다."
2018 수원연극축제,22회,2018-05-25,2018-05-27,수원시,경기상상캠퍼스,"22회째를 맞아 지난 5월 25∼27일 경기상상캠퍼스에서 열린 수원연극축제는 다채로운 공연과 탄탄한 연출력, 숲속이라는 이색 개최장소 덕분에 사흘간 15만 명이 넘는 관람객이 찾을 정도로 역대 최고급 성공을 거뒀다."
제3회 제주국제즉흥춤축제,3회,2018-05-28,2018-05-30,국제공연예술프로젝트(IPAP),제주돌문화공원 오백장군 갤러리 외,"제3회 제주국제 즉흥춤축제가 5월 28일부터 30일까지 3일동안 제주돌문화공원 및 스튜디오 탱고올레에서 개최됐다. 이 날 축제에는 스페인, 미국, 일본 등 국외 아티스트들을 비롯해 서울 및 제주에서 활동하는 무용가 30여명이 참가했다."
아트 앤 뮤직 페스티벌,,2018-05-31,2018-05-31,"용인문화재단, 단국대학교 문화예술대학원",용인포은아트홀,"매년 단국대학교 문화예술대학원 재학생 및 졸업생 등이 준비하는 아트 앤 뮤직 페스티벌이 금년에는 ‘너와 나 우리 모두의 마음 나누기’의 캐치 프레이즈를 내걸고 1부에서는 빅마마 출신의 가수 신연아 및 드라마 ‘발리에서 생긴 일’, ‘옥탑방 왕세자’ 등의 OST로 유명한 가수 조은이 함께하는 미니 콘서트로 진행됐으며, 2부에서는 뮤지컬 ‘렌트’, ‘미스사이공’, ‘맘마미아’ 등 대중들에게도 잘 알려진 대표적인 넘버들로 구성된 뮤지컬 갈라쇼가 펼쳐졌다.
"
2018 제 4회 세계안무축제(DICFe),4회,2018-05-31,2018-06-04,세계안무축제 조직위원회,"수성아트피아, 봉산문화회관","이번 축제는 스페인, 체코, 미국, 헝가리, 독일, 한국 총 6개국에서 8팀이 참여했다. 31일 공식초청작은 스페인과 헝가리 국적의 무용수가 등장하는 'One Two Three One Two'를 시작으로 엄선민이 이끄는 '소울무용단'과 국립발레단의 '해적 그랑 파드되' 작품이 축하공연으로 열렸다. 해외 안무가 레지던스 프로그램으로는 독일의 인다 모레노(Inda Moreno)가 전국에서 선발된 무용수 15명과 호흡을 맞춘 작품으로 무대를 장식했다."
2018 제9회 성남국제기타페스티벌,9회,2018-06-03,2018-06-03,성남국제기타페스티벌SIGF,성남아트센터,2018 제9회 성남국제기타페스티벌(SIGF)이 6월 3일 일요일 성남아트센터에서 다양한 프로그램으로 개최되었다. “메인콘서트”에는 프랑스 출신의 거장 제라드 아비통 Gerard Abiton의 독주 무대와 페스티벌을 위해 모여 만들어진 SIGF 기타오케스트라가 출연했다.
제17회 대전 국제 New Dance Festival,17회,2018-06-05,2018-06-08,21세기 현대무용연구회,대전 예술가의 집 누리홀,대전 국제 New Dance Festival은 차세대 공모전에 선정된 10팀의 작품을 시작으로 화려한 막을 올리고 마지막 날은 국내·외 초청팀이 야심찬 공연을 선보였다.
제21회 크리틱스 초이스 댄스 페스티벌 2018,21회,2018-06-06,2018-06-14,댄스포럼,아르코예술극장 대극장,‘제21회 크리틱스 초이스 댄스 페스티벌 2018’이 6일부터 14일까지 서울 대학로 아르코예술극장 대극장에서 개최됐다. 6~7일에는 3개의 현대무용 작품이 관객을 기다렸다. 9~10일 두 번째 공연은 3인 3색의 한국춤 작품들로 채워졌으며 마지막 13~14일에는 발레와 현대춤의 조합을 선보였다.
2018 DITTO FEST,,2018-06-07,2018-06-23,크레디아인터내셔널,"롯데콘서트홀, 예술의전당 IBK챔버홀",2017년 디토 페스티벌 10주년 기념 페스티벌에 이어 새로운 10년의 시작을 음악의 힘에 집중한다는 의미로 'Be the Original'이라는 슬로건을 테마로 한다.
제29회 광주학생연극제,29회,2018-06-09,2018-06-18,사)한국연극협회,유·스퀘어 문화관 동산아트홀,올해로 29회를 맞이한 '광주학생연극제'는 광주연극협회가 주최하는 고등학생들의 연극 축제로 광주 소재의 고등학교 총 10개팀이 10일 동안 경연을 펼쳤다.
"2018 제26회 젊은연극제 '연극,가시를 삼키다!'",26회,2018-06-11,2018-07-01,한국대학연극학과교수협의회,"대학로 해오름예술극장, 동양예술극장 3관, 드림시어터, 문화공간 엘림홀, 민송아트홀2관, 서강대학교 메리홀 소극장, 아름다운 극장, 예술공간 서울, 중앙대학교 공연예술원 스페이스 1959","26회째 되는 젊은 연극제가 이번에는 `연극, 가시를 삼키다!`로 돌아왔다. 49개의 공연예술전공 학생들이 대학로에서 저렴한 가격으로 공연을 올렸다."
2018 대한민국소극장열전,,2018-06-14,2018-06-18,"공터, 대한민국소극장열전",소극장 공터다,2018 대한민국 소극장 열전'이 열렸다. 올해로 7회째를 맞은 소극장 열전에는 5개 극단의 작품이 관객을 만났다.
2018 춘천연극제,20회,2018-06-15,2018-06-23,사단법인 춘천연극제.춘천MBC,"춘천문화예술회관, 춘천인형극장, 몸짓극장, 춘천MBC공개홀, 봄내극장, 춘천시청야외공연장","2018 춘천연극제는 '로맨틱'을 콘셉트로 춘천의 낭만과 사랑, 가족의 소중함을 느낄 수 있는 다양한 공연과 시민참여 프로그램으로 기획됐다."
제3회 대한민국연극제 서울페스티벌,3회,2018-06-15,2018-07-02,"대전광역시, 한국문화예술위원회, (사)한국연극협회","대전시립연정국악원 큰마당, 대전예술의전당 앙상블홀",지역예선을 거쳐 선발된 16개 시도의 대표극단이 대통령상을 놓고 경연공연을 하였으며 16개 작품은 각 작품 당 1일 2회씩 모두 32회 무대에 올랐다.
서울오페라페스티벌 2018,3회,2018-06-16,2018-06-28,"서울오페라페스티벌조직위원회, 노블아트오페라단","강동아트센터, 천호공원 야외무대","오페라를 재즈와 팝, 뮤지컬, 한국무용 등 여러 장르와 융합해 오페라 애호가는 물론 초심자들까지 편안하게 즐길 수 있도록 프로그램들로 구성됐다."
제11회 제주해비치아트페스티벌,11회,2018-06-18,2018-06-21,"한국문화예술회관연합회, 제주특별자치도, 한국문화예술위원회","제주 주요 지역, 제주도 내 주요 공연장, 해비치 호텔&리조트 제주",제11회를 맞이한 재주해비치아트페스티벌은 6월 18일 개막을 시작으로 21일까지 부스전시 참여단체 180여개와 쇼케이스 25개로 전국 200여개 문예회관과 250여개 공연예술단체 등 역대 최다인원이 참가하였다.
28th 대구 국제 현대음악제,28회,2018-06-20,2018-06-22,"대구콘서트하우스, 대구국제현대음악제",대구콘서트하우스,"첫날에는 '현대음악 대가들과의 만남'이라는 주제로 개막음악제가 열렸고, 둘째 날에는 '현악 4중주의 새로운 발견', 마지막 날에는 세미나 '작곡가 시드니 코벳의 작품세계', 브런치 스터디 '작곡가와의 만남'이 열렸다."
제1회 페미니즘 연극제,1회,2018-06-20,2018-07-29,페미씨어터,"미아리고개예술극장, 달빛극장, 드림시어터, 대학로 일대, 마로니에공원 다목적홀, 야외공연장","동시대 가장 핫한 키워드인 '페미니즘'을 주제로 한 제1회 페미니즘 연극제가 열렸다. 6월 20일부터 7월 29일까지 미아리고개예술극장, 달빛극장, 대학로 일대 등에서 진행되는 이 연극제에는 총 9개 극단(모임)이 참여해 각각 공연을 선보였다."
2018 키우피우 인형극축제,,2018-06-21,2018-07-07,종로문화재단,종로아이들극장,"‘지혜’, ‘사랑’, ‘두려움’, ‘소중함’ 등 어린이들의 꿈과 상상력을 키워줄 수 있는 주제에 다채로운 표현 기법을 접목시킨 인형극 세 편을 선보였다."
